Sidebar,Sectie,Slide,Naam,Key,Minimumwaarde,Maximumwaarde,Standaardwaarde,Eenheid,KM_stable_Alblasserdam_40,KM_stable_Dordrecht_40,KM_stable_Hardinxveld-Giessendam_40,KM_stable_Hendrik-Ido-Ambacht_40,KM_stable_Papendrecht_40,KM_stable_Sliedrecht_40,KM_stable_Zwijndrecht_40,KM_stable_Alblasserdam_50,KM_stable_Dordrecht_50,KM_stable_Hardinxveld-Giessendam_50,KM_stable_Hendrik-Ido-Ambacht_50,KM_stable_Papendrecht_50,KM_stable_Sliedrecht_50,KM_stable_Zwijndrecht_50
Vraag,Energievraag industrie,Papier,Power-to-heat boiler voor H<sub>2</sub> en gasketels,capacity_of_industry_other_paper_flexibility_p2h_electricity,0.0,10000,0.0,MW,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Papier,Kolenketel,external_coupling_industry_other_paper_burner_coal_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Papier,Olieketel,external_coupling_industry_other_paper_burner_crude_oil_share,0.0,100.0,0.0009846702972969943,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Papier,Waterstofketel,external_coupling_industry_other_paper_burner_hydrogen_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Papier,Gasketel,external_coupling_industry_other_paper_burner_network_gas_share,0.0,100.0,91.32166809212455,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Papier,Biomassaketel,external_coupling_industry_other_paper_burner_wood_pellets_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Papier,Elektrische boiler,external_coupling_industry_other_paper_heater_electricity_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Papier,Power-to-heat boiler voor H2 en gasketels,external_coupling_industry_other_paper_p2h_capacity,0.0,68.1781011831203,0.0,MW,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Papier,Stoomnet,external_coupling_industry_other_paper_steam_hot_water_share,0.0,100.0,8.677347237578143,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Papier,Vraag energetisch (excl. elektriciteit),external_coupling_industry_other_paper_useful_energetic_demand_excluding_electricity,0.0,68.1781011831203,0.02173138919317251,PJ,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Papier,Vraag energetisch naar elektriciteit,external_coupling_industry_other_paper_useful_energetic_demand_for_electricity,0.0,68.1781011831203,0.012685362140260972,PJ,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Papier,Stoomnet,industry_final_demand_for_other_paper_steam_hot_water_share,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Papier,Kolenketel,industry_other_paper_burner_coal_share,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Papier,Olieketel,industry_other_paper_burner_crude_oil_share,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Papier,Waterstofketel,industry_other_paper_burner_hydrogen_share,0.0,100.0,23.8,%,23.8,23.8,45.0,23.8,23.8,23.8,23.8,45.0,,45.0,45.0,45.0,45.0,45.0
Vraag,Energievraag industrie,Papier,Gasketel,industry_other_paper_burner_network_gas_share,0.0,100.0,76.2,%,76.2,76.2,55.0,76.2,76.2,76.2,76.2,55.0,,55.0,55.0,55.0,55.0,55.0
Vraag,Energievraag industrie,Papier,Biomassaketel,industry_other_paper_burner_wood_pellets_share,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Papier,Elektrische boiler,industry_other_paper_heater_electricity_share,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Papier,Grootte,industry_useful_demand_for_other_paper,0.0,300.0,100.0,%,100.0,100.0,75.0,100.0,100.0,100.0,100.0,75.0,,75.0,75.0,75.0,75.0,75.0
Vraag,Energievraag industrie,Papier,Elektriciteit,industry_useful_demand_for_other_paper_electricity_efficiency,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Papier,Warmte,industry_useful_demand_for_other_paper_useable_heat_efficiency,0.0,100.0,50.0,%,50.0,50.0,0.0,50.0,50.0,50.0,50.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Staal,Hoogoven,external_coupling_industry_metal_steel_blastfurnace_bof_share,0.0,100.0,100.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,Cycloonoven,external_coupling_industry_metal_steel_cyclonefurnace_bof_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,DRI (waterstof),external_coupling_industry_metal_steel_dri_hydrogen_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,DRI (netwerkgas),external_coupling_industry_metal_steel_dri_network_gas_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,Energetische conversie-efficiëntie,external_coupling_industry_metal_steel_efficiency,0.0,100.0,13.98,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,Kolengas,external_coupling_industry_metal_steel_energetic_coal_gas_share,0.0,100.0,56.830000000000005,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,Kolen,external_coupling_industry_metal_steel_energetic_coal_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,Kooks,external_coupling_industry_metal_steel_energetic_cokes_share,0.0,100.0,0.08,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,Olie,external_coupling_industry_metal_steel_energetic_crude_oil_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,Elektriciteit,external_coupling_industry_metal_steel_energetic_electricity_share,0.0,100.0,19.3,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,Waterstof,external_coupling_industry_metal_steel_energetic_hydrogen_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,Netwerkgas,external_coupling_industry_metal_steel_energetic_network_gas_share,0.0,100.0,23.77,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,Stoomnet,external_coupling_industry_metal_steel_energetic_steam_hot_water_share,0.0,100.0,0.02,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,Biomassa,external_coupling_industry_metal_steel_energetic_wood_pellets_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,Externe koppelingsroute,external_coupling_industry_metal_steel_external_coupling_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,Vaste onderhoudskosten,external_coupling_industry_metal_steel_fixed_om_costs,0.0,100000000000.0,0.0,€/year/Mton,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,Investeringskosten,external_coupling_industry_metal_steel_investment_costs,0.0,100000000000000.0,0.0,€/Mton,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,Recycling / HBI,external_coupling_industry_metal_steel_scrap_hbi_eaf_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,Technische levensduur,external_coupling_industry_metal_steel_technical_lifetime,0.00681781011831203,0.681781011831203,15.0,year,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,Productiegrootte,external_coupling_industry_metal_steel_total_demand,0.0,99900.0,100.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,WACC,external_coupling_industry_metal_steel_wacc,0.0,1.0,0.0,%,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Staal,Hoogoven,industry_steel_blastfurnace_bof_share,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Staal,Cycloonoven,industry_steel_cyclonefurnace_bof_share,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Staal,Houtpellets in cycloonoven,industry_steel_cyclonefurnace_bof_wood_pellets_share,0.0,40.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Staal,DRI (waterstof),industry_steel_dri_hydrogen_share,0.0,100.0,100.0,%,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0
Vraag,Energievraag industrie,Staal,DRI (netwerkgas),industry_steel_dri_network_gas_share,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Staal,Staal,industry_steel_production,0.0,300.0,125.0,%,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,,125.0,125.0,125.0,125.0,125.0
Vraag,Energievraag industrie,Staal,Recycling / HBI,industry_steel_scrap_hbi_eaf_share,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Energievraag industrie,Bronnen stoomnet,Gas STEG WKK,capacity_of_industry_chp_combined_cycle_gas_power_fuelmix,0.0,199.1429993243648,0.0,MW,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Bronnen stoomnet,Gasmotor-WKK,capacity_of_industry_chp_engine_gas_power_fuelmix,0.0,175.67096243294307,0.0,MW,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Bronnen stoomnet,Gasturbine-WKK,capacity_of_industry_chp_turbine_gas_power_fuelmix,0.0,212.50519649146338,0.0,MW,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Bronnen stoomnet,Waterstofturbine-WKK,capacity_of_industry_chp_turbine_hydrogen,0.0,63.49552859022039,0.0,MW,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Bronnen stoomnet,Poederkolen-WKK,capacity_of_industry_chp_ultra_supercritical_coal,0.0,117.11397495529539,0.0,MW,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Bronnen stoomnet,Biomassa-WKK,capacity_of_industry_chp_wood_pellets,0.0,87.83548121647154,0.0,MW,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Bronnen stoomnet,Kolenketel,capacity_of_industry_heat_burner_coal,0.0,240.64515401773025,0.0,MW,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Bronnen stoomnet,Olieketel,capacity_of_industry_heat_burner_crude_oil,0.0,240.64515401773025,0.0,MW,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Bronnen stoomnet,Waterstofketel,capacity_of_industry_heat_burner_hydrogen,0.0,66.71049206314294,0.0,MW,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Bronnen stoomnet,Geothermie,capacity_of_industry_heat_well_geothermal,0.0,75.28755532840417,0.0,MW,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Bronnen stoomnet,Gas STEG WKK,external_coupling_capacity_of_industry_chp_combined_cycle_gas_power_fuelmix,0.0,199.1429993243648,0.0,MW,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Bronnen stoomnet,Gasmotor-WKK,external_coupling_capacity_of_industry_chp_engine_gas_power_fuelmix,0.0,175.67096243294307,0.0,MW,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Bronnen stoomnet,Gasturbine-WKK,external_coupling_capacity_of_industry_chp_turbine_gas_power_fuelmix,0.0,212.50519649146338,0.0,MW,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Bronnen stoomnet,Waterstofturbine-WKK,external_coupling_capacity_of_industry_chp_turbine_hydrogen,0.0,63.49552859022039,0.0,MW,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Bronnen stoomnet,Poederkolen-WKK,external_coupling_capacity_of_industry_chp_ultra_supercritical_coal,0.0,117.11397495529539,0.0,MW,,,,,,,,,,,,,,
Vraag,Energievraag industrie,Bronnen stoomnet,Biomassa-WKK,external_coupling_capacity_of_industry_chp_wood_pellets,0.0,87.83548121647154,0.0,MW,,,,,,,,,,,,,,
Vraag,Energievraag Overige Gebruikers,Vraagontwikkeling,Elektriciteit,other_useful_demand_electricity,-5.0,5.0,0.0,%,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,-5.0,,-5.0,-5.0,-5.0,-5.0,-5.0
Vraag,Energievraag Overige Gebruikers,Vraagontwikkeling,Niet-energetisch,other_useful_demand_non_energetic,-5.0,5.0,0.0,%,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,-5.0,,-5.0,-5.0,-5.0,-5.0,-5.0
Vraag,Energievraag Overige Gebruikers,Vraagontwikkeling,Warmte,other_useful_demand_useable_heat,-5.0,5.0,0.0,%,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,-5.0,,-5.0,-5.0,-5.0,-5.0,-5.0
Vraag,Vrachtvervoer,Technologie binnenvaartschepen,Ammoniak,transport_ship_using_ammonia_share,0.0,100.0,10.0,%,10.0,10.0,25.0,10.0,10.0,10.0,10.0,25.0,,25.0,25.0,25.0,25.0,25.0
Vraag,Vrachtvervoer,Technologie binnenvaartschepen,Diesel (single / dual / multi-fuel motor),transport_ship_using_diesel_mix_share,0.0,100.0,35.0,%,35.0,35.0,10.0,35.0,35.0,35.0,35.0,10.0,,10.0,10.0,10.0,10.0,10.0
Vraag,Vrachtvervoer,Technologie binnenvaartschepen,Elektriciteit,transport_ship_using_electricity_share,0.0,100.0,15.0,%,15.0,15.0,25.0,15.0,15.0,15.0,15.0,25.0,,25.0,25.0,25.0,25.0,25.0
Vraag,Vrachtvervoer,Technologie binnenvaartschepen,Waterstof,transport_ship_using_hydrogen_share,0.0,100.0,15.0,%,15.0,15.0,25.0,15.0,15.0,15.0,15.0,25.0,,25.0,25.0,25.0,25.0,25.0
Vraag,Vrachtvervoer,Technologie binnenvaartschepen,LNG (mix),transport_ship_using_lng_mix_share,0.0,100.0,25.0,%,25.0,25.0,15.0,25.0,25.0,25.0,25.0,15.0,,15.0,15.0,15.0,15.0,15.0
Vraag,Vrachtvervoer,Technologie binnenvaartschepen,Methanol (mix),transport_ship_using_methanol_mix_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Vrachtvervoer,Technologie goederentreinen,Diesel,transport_freight_train_using_diesel_mix_share,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Vrachtvervoer,Technologie goederentreinen,Elektriciteit,transport_freight_train_using_electricity_share,0.0,100.0,100.0,%,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0
Vraag,Vrachtvervoer,Technologie goederentreinen,Waterstof,transport_freight_train_using_hydrogen_share,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Vrachtvervoer,Applicaties,Treinen,transport_freight_trains_share,0.0,100.0,4.266855115374553,%,,,,,,,,,,,,,,
Vraag,Vrachtvervoer,Applicaties,Binnenvaartschepen,transport_ships_share,0.0,100.0,49.76555157168161,%,,,,,,,,,,,,,,
Vraag,Vrachtvervoer,Applicaties,Vrachtwagens,transport_trucks_share,0.0,100.0,45.33015702861089,%,,,,,,,,,,,,,,
Vraag,Vrachtvervoer,Applicaties,Vrachtvervoer,transport_useful_demand_freight_tonne_kms,-5.0,5.0,1.0,%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
Vraag,Vrachtvervoer,Applicaties,Bestelbussen,transport_vans_share,0.0,100.0,0.6374362843329529,%,,,,,,,,,,,,,,
Vraag,Vrachtvervoer,Technologie vrachtwagens,Gecomprimeerd aardgas (CNG),transport_truck_using_compressed_natural_gas_share,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Vrachtvervoer,Technologie vrachtwagens,Diesel,transport_truck_using_diesel_mix_share,0.0,100.0,11.5,%,11.5,11.5,4.2,11.5,11.5,11.5,11.5,4.2,,4.2,4.2,4.2,4.2,4.2
Vraag,Vrachtvervoer,Technologie vrachtwagens,Elektriciteit,transport_truck_using_electricity_share,0.0,100.0,77.7,%,77.7,77.7,78.8,77.7,77.7,77.7,77.7,78.8,,78.8,78.8,78.8,78.8,78.8
Vraag,Vrachtvervoer,Technologie vrachtwagens,Benzine,transport_truck_using_gasoline_mix_share,0.0,100.0,0.1,%,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1
Vraag,Vrachtvervoer,Technologie vrachtwagens,Waterstof,transport_truck_using_hydrogen_share,0.0,100.0,5.4,%,5.4,5.4,8.5,5.4,5.4,5.4,5.4,8.5,,8.5,8.5,8.5,8.5,8.5
Vraag,Vrachtvervoer,Technologie vrachtwagens,LNG,transport_truck_using_lng_mix_share,0.0,100.0,5.3,%,5.29999999999999,5.29999999999999,8.4,5.29999999999999,5.29999999999999,5.29999999999999,5.29999999999999,8.4,,8.4,8.4,8.4,8.4,8.4
Vraag,Vrachtvervoer,Technologie bestelbussen,Gecomprimeerd aardgas (CNG),transport_van_using_compressed_natural_gas_share,0.0,100.0,0.1,%,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Vrachtvervoer,Technologie bestelbussen,Diesel,transport_van_using_diesel_mix_share,0.0,100.0,23.8,%,23.8,23.8,0.0,23.8,23.8,23.8,23.8,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Vrachtvervoer,Technologie bestelbussen,Elektriciteit,transport_van_using_electricity_share,0.0,100.0,74.6,%,74.6,74.6,100.0,74.6,74.6,74.6,74.6,100.0,,100.0,100.0,100.0,100.0,100.0
Vraag,Vrachtvervoer,Technologie bestelbussen,Benzine,transport_van_using_gasoline_mix_share,0.0,100.0,0.9,%,0.9,0.9,0.0,0.9,0.9,0.9,0.9,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Vrachtvervoer,Technologie bestelbussen,Waterstof,transport_van_using_hydrogen_share,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Vrachtvervoer,Technologie bestelbussen,LPG,transport_van_using_lpg_share,0.0,100.0,0.6,%,0.599999999999994,0.599999999999994,0.0,0.599999999999994,0.599999999999994,0.599999999999994,0.599999999999994,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Transportbrandstoffen,Binnenlandse luchtvaart,Biokerosine,transport_aviation_mixer_kerosene_bio_kerosene_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Transportbrandstoffen,Binnenlandse luchtvaart,Kerosine,transport_aviation_mixer_kerosene_kerosene_share,0.0,100.0,100.0,%,,,,,,,,,,,,,,
Vraag,Transportbrandstoffen,Internationale luchtvaart,Biokerosine,bunkers_plane_using_bio_kerosene_share,0.0,100.0,34.0,%,34.0,34.0,70.0,34.0,34.0,34.0,34.0,70.0,,70.0,70.0,70.0,70.0,70.0
Vraag,Transportbrandstoffen,Internationale luchtvaart,Kerosine,bunkers_plane_using_kerosene_share,0.0,100.0,66.0,%,66.0,66.0,30.0,66.0,66.0,66.0,66.0,30.0,,30.0,30.0,30.0,30.0,30.0
Vraag,Transportbrandstoffen,Internationale scheepvaart,Bio-LNG,bunkers_ship_using_bio_lng_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Transportbrandstoffen,Internationale scheepvaart,Biomethanol,bunkers_ship_using_biomethanol_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Transportbrandstoffen,Internationale scheepvaart,LNG,bunkers_ship_using_lng_share,0.0,100.0,19.6,%,19.6,19.6,24.4,19.6,19.6,19.6,19.6,24.4,,24.4,24.4,24.4,24.4,24.4
Vraag,Transportbrandstoffen,Internationale scheepvaart,Methanol,bunkers_ship_using_methanol_share,0.0,100.0,100.0,%,,,,,,,,,,,,,,
Vraag,Transportbrandstoffen,Binnenlandse scheepvaart,Bio-ethanol,transport_shipping_mixer_diesel_bio_ethanol_share,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Transportbrandstoffen,Binnenlandse scheepvaart,Bio-LNG,transport_shipping_mixer_diesel_bio_lng_share,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Transportbrandstoffen,Binnenlandse scheepvaart,Biodiesel,transport_shipping_mixer_diesel_biodiesel_share,0.0,100.0,47.7,%,47.7,47.7,0.0,47.7,47.7,47.7,47.7,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Transportbrandstoffen,Binnenlandse scheepvaart,Diesel,transport_shipping_mixer_diesel_diesel_share,0.0,100.0,52.3,%,52.3,52.3,100.0,52.3,52.3,52.3,52.3,100.0,,100.0,100.0,100.0,100.0,100.0
Vraag,Transportbrandstoffen,Binnenlandse scheepvaart,Zware stookolie,transport_shipping_mixer_diesel_heavy_fuel_oil_share,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Transportbrandstoffen,Binnenlandse scheepvaart,LNG,transport_shipping_mixer_diesel_lng_share,0.0,100.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Transportbrandstoffen,Binnenlandse scheepvaart,Bio-LNG,transport_shipping_mixer_lng_bio_lng_share,0.0,100.0,33.0,%,33.0,33.0,100.0,33.0,33.0,33.0,33.0,100.0,,100.0,100.0,100.0,100.0,100.0
Vraag,Transportbrandstoffen,Binnenlandse scheepvaart,LNG,transport_shipping_mixer_lng_lng_share,0.0,100.0,67.0,%,67.0,67.0,0.0,67.0,67.0,67.0,67.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Transportbrandstoffen,Binnenlandse scheepvaart,Biomethanol,transport_shipping_mixer_methanol_biomethanol_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Transportbrandstoffen,Binnenlandse scheepvaart,Methanol,transport_shipping_mixer_methanol_methanol_share,0.0,100.0,100.0,%,,,,,,,,,,,,,,
Vraag,Transportbrandstoffen,Wegverkeer,Biodiesel,transport_road_mixer_diesel_biodiesel_share,0.0,100.0,45.0,%,45.0,45.0,100.0,45.0,45.0,45.0,45.0,100.0,,100.0,100.0,100.0,100.0,100.0
Vraag,Transportbrandstoffen,Wegverkeer,Diesel,transport_road_mixer_diesel_diesel_share,0.0,100.0,55.0,%,55.0,55.0,0.0,55.0,55.0,55.0,55.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Transportbrandstoffen,Wegverkeer,Bio-ethanol,transport_road_mixer_gasoline_ethanol_share,0.0,100.0,45.0,%,45.0,45.0,100.0,45.0,45.0,45.0,45.0,100.0,,100.0,100.0,100.0,100.0,100.0
Vraag,Transportbrandstoffen,Wegverkeer,Benzine,transport_road_mixer_gasoline_gasoline_share,0.0,100.0,55.0,%,55.0,55.0,0.0,55.0,55.0,55.0,55.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Transportbrandstoffen,Wegverkeer,Bio-LNG,transport_road_mixer_lng_bio_lng_share,0.0,100.0,45.0,%,45.0,45.0,100.0,45.0,45.0,45.0,45.0,100.0,,100.0,100.0,100.0,100.0,100.0
Vraag,Transportbrandstoffen,Wegverkeer,LNG,transport_road_mixer_lng_lng_share,0.0,100.0,55.0,%,55.0,55.0,0.0,55.0,55.0,55.0,55.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Transportbrandstoffen,Treinverkeer,Biodiesel,transport_rail_mixer_diesel_biodiesel_share,0.0,100.0,44.8,%,44.8,44.8,100.0,44.8,44.8,44.8,44.8,100.0,,100.0,100.0,100.0,100.0,100.0
Vraag,Transportbrandstoffen,Treinverkeer,Diesel,transport_rail_mixer_diesel_diesel_share,0.0,100.0,55.2,%,55.2,55.2,0.0,55.2,55.2,55.2,55.2,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Internationaal transport,Technologie internationale luchtvaart,Elektriciteit,bunkers_aviation_using_electricity_share,0.0,100.0,0.0,%,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,2.0,2.0,2.0,2.0,2.0
Vraag,Internationaal transport,Technologie internationale luchtvaart,Waterstof,bunkers_aviation_using_hydrogen_share,0.0,100.0,5.0,%,5.0,5.0,20.0,5.0,5.0,5.0,5.0,20.0,,20.0,20.0,20.0,20.0,20.0
Vraag,Internationaal transport,Technologie internationale luchtvaart,Kerosine (mix),bunkers_aviation_using_kerosene_mix_share,0.0,100.0,95.0,%,95.0,95.0,78.0,95.0,95.0,95.0,95.0,78.0,,78.0,78.0,78.0,78.0,78.0
Vraag,Internationaal transport,Technologie internationale scheepvaart,Ammoniak,bunkers_ship_using_ammonia_share,0.0,100.0,34.4,%,34.4,34.4,34.2,34.4,34.4,34.4,34.4,34.2,,34.2,34.2,34.2,34.2,34.2
Vraag,Internationaal transport,Technologie internationale scheepvaart,Elektriciteit,bunkers_ship_using_electricity_share,0.0,100.0,1.5,%,1.5,1.5,1.75,1.5,1.5,1.5,1.5,1.75,,1.75,1.75,1.75,1.75,1.75
Vraag,Internationaal transport,Technologie internationale scheepvaart,Zware stookolie (HFO),bunkers_ship_using_heavy_fuel_oil_share,0.0,100.0,39.6,%,39.6,39.6,29.85,39.6,39.6,39.6,39.6,29.85,,29.85,29.85,29.85,29.85,29.85
Vraag,Internationaal transport,Technologie internationale scheepvaart,Waterstof,bunkers_ship_using_hydrogen_share,0.0,100.0,4.9,%,4.9,4.9,9.8,4.9,4.9,4.9,4.9,9.8,,9.8,9.8,9.8,9.8,9.8
Vraag,Internationaal transport,Technologie internationale scheepvaart,LNG (mix),bunkers_ship_using_lng_mix_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Internationaal transport,Technologie internationale scheepvaart,Methanol (mix),bunkers_ship_using_methanol_mix_share,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Internationaal transport,Internationaal transport,Internationale luchtvaart,bunkers_allocated_percentage_aviation,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Internationaal transport,Internationaal transport,Internationale scheepvaart,bunkers_allocated_percentage_shipping,0.0,100.0,0.0,%,,,,,,,,,,,,,,
Vraag,Internationaal transport,Mobiliteitsgroei,Internationale luchtvaart,bunkers_useful_demand_planes,-10.0,10.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vraag,Internationaal transport,Mobiliteitsgroei,Internationale scheepvaart,bunkers_useful_demand_ships,-5.0,5.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
